,tournament_id,group_id,tournament_type,tournament_progression,tournament_name,tournament_start,tournament_end
775,58513,15469,3,Standard,NCBB S41 OoC Pod 4,2022-11-08,2022-11-08
776,58512,15469,3,Standard,NCBB S41 OoC Pod 3,2022-11-08,2022-11-08
777,58511,15469,3,Standard,NCBB S41 OoC Pod 2,2022-11-08,2022-11-08
778,58510,15469,3,Standard,NCBB S41 OoC Pod 1,2022-11-08,2022-11-08
779,58509,15469,2,Standard,NCBB S41 Non-AQ,2022-11-08,2022-11-08
780,58507,7412,2,Standard,Nacktschneke Premiership,2022-11-07,2022-11-07
781,58504,15449,3,Standard,Ukraine Rookie Bowl VI Osinnij chaos,2022-11-07,2022-11-07
782,58503,15912,1,Standard,Cup Semi-Final,2022-11-07,2022-11-07
783,58501,15025,1,Standard,HBL2020 XXL Playoffs,2022-11-07,2022-11-07
784,58498,15891,2,Standard,CC season 1,2022-11-07,2022-11-07
785,58497,14741,1,Standard,DIBBL S31: The 'Tickling' Playoffs,2022-11-07,2022-11-07
786,58496,14741,1,Standard,DIBBL S31: The Participation Plate,2022-11-07,2022-11-07
787,58495,14741,1,Standard,DIBBL S31: The Wobbly Boot,2022-11-07,2022-11-07
788,58492,13322,2,Standard,XXXL World Waaagh III Headz,2022-11-04,2022-11-04
789,58491,13322,2,Standard,XXXL World Waaagh III Tailz,2022-11-04,2022-11-04
790,58490,2294,1,Standard,Royal Rookie Rumble 526,2022-11-04,2022-11-04
791,58489,15028,1,Standard,TILT Season 4: Playoffs,2022-11-04,2022-11-04
792,58487,13198,3,Standard,Groups Phase 1 (A),2022-11-02,2022-11-02
793,58486,13198,3,Standard,Groups Phase 1 (B),2022-11-02,2022-11-02
794,58484,14863,4,Standard,SLA20 Season Three,2022-11-01,2022-11-01
795,58483,13259,2,Standard,Bunga Bunga's Revenge,2022-10-31,2022-10-31
796,58481,15355,2,Standard,NeoFACFL Season 1-1,2022-10-31,2022-10-31
797,58480,15084,1,Standard,The Sucker Cup,2022-10-31,2022-10-31
798,58478,15266,4,Standard,Tasting Blood II ,2022-10-31,2022-10-31
799,58477,15449,1,Standard,Rose El Division Season III Final,2022-10-30,2022-10-30
800,58475,14949,2,Standard,WIL Albany Regional Division - Season LXV,2022-10-30,2022-10-30
801,58474,14949,2,Standard,WIL Great Albion Regional Division - Season LXV,2022-10-30,2022-10-30
802,58473,14949,2,Standard,WIL Lion Conference Division - Season LXV,2022-10-30,2022-10-30
803,58472,14949,2,Standard,WIL Unicorn Conference Division - Season LXV,2022-10-30,2022-10-30
804,58471,14949,2,Standard,WIL Premiership Division - Season LXV,2022-10-30,2022-10-30
805,58469,15570,3,Standard,Autum Bash!,2022-10-29,2022-10-29
806,58468,14867,1,Standard,Pixel Cup 2020 - Playoff season 6,2022-10-29,2022-10-29
807,58467,647,2,Standard,SWL XCIV Premier,2022-10-29,2022-10-29
808,58465,647,2,Standard,SWL XCIV Gillian Starshine Conference,2022-10-29,2022-10-29
809,58464,647,2,Standard,SWL XCIV !Mbele Mummyslayer Conference,2022-10-29,2022-10-29
810,58462,647,2,Standard,SWL XCIV Redgum's Rodents Regional,2022-10-29,2022-10-29
811,58461,647,2,Standard,SWL XCIV Pink 'n Scabby Regional,2022-10-29,2022-10-29
812,58460,15748,2,Standard,GRBBL S4: Regular Season - Part 2,2022-10-29,2022-10-29
813,58459,195,1,Standard,FUMBBL Cup XX,2022-10-26,2022-10-26
814,58443,15084,1,Standard,The Mullet,2022-10-22,2022-10-22
815,58442,15084,1,Standard,The Wilkinson Sword,2022-10-22,2022-10-22
816,58440,15326,1,Standard,SEZON2-PLAY-OFF,2022-10-21,2022-10-21
817,58436,15908,1,Standard,Funciona po favoh,2022-10-20,2022-10-20
818,58424,11676,5,Standard,XXX1 LEGA GLADIO - PLAYOFF,2022-10-19,2022-10-19
819,58422,12013,1,Standard,(TSD4) Fear Bowl,2022-10-19,2022-10-19
820,58421,15104,2,Standard,Season Two Regular Season - Brightflame Division,2022-10-19,2022-10-19
821,58419,15104,2,Standard,Season Two Regular Season - Bittersteel Division,2022-10-19,2022-10-19
822,58417,15028,2,Standard,TILT Season 4: Division A,2022-10-19,2022-10-19
823,58416,15028,2,Standard,TIL Season 4: Division B,2022-10-19,2022-10-19
824,58412,13259,2,Standard,Second Round Fight,2022-10-17,2022-10-17
825,58408,14793,1,Standard,S2 Nieżywiec Superliga - Play-offs,2022-10-17,2022-10-17
826,58407,15900,2,Standard,D117 Inaugural Tournament,2022-10-17,2022-10-17
827,58406,647,3,Standard,SWL XCIII Trial of Blood,2022-10-17,2022-10-17
828,58405,14937,2,Standard,SNUBBL säsong 4,2022-10-16,2022-10-16
829,58404,15449,2,Standard,Rose El Division Season III Group East,2022-10-16,2022-10-16
830,58403,15449,2,Standard,Rose El Division Season III Group West,2022-10-16,2022-10-16
831,58402,2294,1,Standard,Royal Rookie Rumble 525,2022-10-16,2022-10-16
832,58401,15449,2,Standard,Trident Bowl III,2022-10-16,2022-10-16
833,58400,12139,2,Standard,SIoMT Winter 2522 Season Seven,2022-10-16,2022-10-16
834,58399,10393,1,Standard,Sekrit 6.2 playoffs,2022-10-16,2022-10-16
835,58398,15081,6,Standard,The Secret Splatterfest,2022-10-16,2022-10-16
836,58397,14919,4,Standard,XXL Idolz 4: Bad Lands Brawl,2022-10-15,2022-10-15
837,58393,15881,3,Standard,N4D Season 1,2022-10-12,2022-10-12
838,58390,13755,3,Standard,Steel Force Cup 23,2022-10-11,2022-10-11
839,58388,13322,1,Standard,S.I.G. Invitational Round 1 ,2022-10-10,2022-10-10
840,58386,13259,2,Standard,Teste Cup,2022-10-10,2022-10-10
841,58384,14997,2,Standard,Hotting up Bowl O'soup,2022-10-10,2022-10-10
842,58381,15706,2,Standard,Oktoberoende ligan2,2022-10-09,2022-10-09
843,58378,15558,2,Standard,Plata S1,2022-10-08,2022-10-08
844,58377,15558,2,Standard,Oro S1,2022-10-08,2022-10-08
845,58373,15668,2,Standard,NFC West vs NFC South,2022-10-08,2022-10-08
846,58372,15668,2,Standard,AFC East vs AFC North,2022-10-08,2022-10-08
847,58370,15668,2,Standard,AFC West vs AFC South,2022-10-08,2022-10-08
848,58367,15668,2,Standard,NFC East vs NFC North,2022-10-08,2022-10-08
849,58366,14726,2,Standard,NWBL: Season 3 - Gold League,2022-10-07,2022-10-07
850,58365,14726,2,Standard,NWBL: Season 3 - Silver League,2022-10-07,2022-10-07
851,58364,14726,2,Standard,NWBL: Season 3 - Bronze League Meaningless,2022-10-07,2022-10-07
852,58363,14726,2,Standard,NWBL: Season 3 - Bronze League Irrelevant,2022-10-07,2022-10-07
853,58351,15867,3,Standard,Round 2,2022-10-02,2022-10-02
854,58347,15867,3,Standard,Open Play,2022-10-02,2022-10-02
855,58346,15852,3,Standard,Big Thing Season 1,2022-10-01,2022-10-01
856,58345,10863,2,Standard,DACH DIV 4,2022-10-01,2022-10-01
857,58344,10863,2,Standard,DACH DIV 3,2022-10-01,2022-10-01
858,58343,10863,2,Standard,DACH DIV 2,2022-10-01,2022-10-01
859,58341,10863,2,Standard,DACH DIV 1,2022-10-01,2022-10-01
860,58340,13322,5,Standard,S.I.G. Invitational,2022-10-01,2022-10-01
861,58338,15767,1,Standard,[OLC16] Open League - 1 - Grand Championship,2022-10-01,2022-10-01
862,58337,13630,2,Standard,MBBL 4 - Youngblood III,2022-09-30,2022-09-30
863,58336,10455,2,Standard,"CIBBL - Y10, Winter - Youngbloods XXXIII",2022-09-30,2022-09-30
864,58335,15823,2,Standard,BHL 2020 S1,2022-09-29,2022-09-29
865,58332,14943,2,Standard,S2-LWN-A,2022-09-28,2022-09-28
866,58331,12675,2,Standard,Lutèce ligue 2022,2022-09-28,2022-09-28
867,58329,14943,2,Standard,S2-LWN-B,2022-09-27,2022-09-27
868,58328,14532,1,Standard,Stunty CSM Playoff,2022-09-27,2022-09-27
869,58327,12311,2,Standard,VII CBB Grupo B,2022-09-26,2022-09-26
870,58326,12311,2,Standard,VII CBB Grupo A,2022-09-26,2022-09-26
871,58325,15449,2,Standard,Ukrainian Rookie Bowl V,2022-09-25,2022-09-25
872,58324,9298,4,Standard,EB 2022 - Group 1,2022-09-25,2022-09-25
873,58323,9298,4,Standard,EB 2022 - Group 2,2022-09-25,2022-09-25
874,58322,9298,4,Standard,EB 2022 - Group 3,2022-09-25,2022-09-25
875,58321,9298,4,Standard,EB 2022 - Group 4,2022-09-25,2022-09-25
876,58320,2294,1,Standard,Royal Rookie Rumble 524,2022-09-24,2022-09-24
877,58319,10068,2,Standard,Season 13.2 KFCS vs SHCW,2022-09-24,2022-09-24
878,58318,10068,2,Standard,Season 13.2 KFCW vs SHCE,2022-09-24,2022-09-24
879,58317,10068,2,Standard,Season 13.2 KFCE vs SHCN ,2022-09-24,2022-09-24
880,58316,10068,2,Standard,Season 13.2 KFCN vs SHCS,2022-09-24,2022-09-24
881,58315,15294,2,Standard,MY MOTHER IS A MOTHER,2022-09-24,2022-09-24
882,58314,12512,1,Standard,Playoffs - Saison 6,2022-09-23,2022-09-23
883,58313,12512,1,Standard,Challenge La Châtaigne - Saison 6,2022-09-23,2022-09-23
884,58307,10455,2,Standard,"CIBBL - Y10, Spring - The Southlands & Araby",2022-09-22,2022-09-22
885,58306,10455,2,Standard,"CIBBL - Y10, Spring - Albion & Norsca + Sylvania",2022-09-22,2022-09-22
886,58305,10455,2,Standard,"CIBBL - Y10, Spring - Athel Loren",2022-09-22,2022-09-22
887,58304,10455,2,Standard,"CIBBL - Y10, Spring - Cathay & Nippon + Ind",2022-09-22,2022-09-22
888,58303,10455,2,Standard,"CIBBL - Y10, Spring - Haunted Hills",2022-09-22,2022-09-22
889,58302,10455,2,Standard,"CIBBL - Y10, Spring - Lands of the Dead",2022-09-22,2022-09-22
890,58301,10455,2,Standard,"CIBBL - Y10, Spring - Chaos Wastelands + Lustria",2022-09-22,2022-09-22
891,58300,10455,2,Standard,"CIBBL - Y10, Spring - The Dark Lands",2022-09-22,2022-09-22
892,58299,10455,2,Standard,"CIBBL - Y10, Spring - The Deep Caverns",2022-09-22,2022-09-22
893,58298,10455,2,Standard,"CIBBL - Y10, Spring - The Empire",2022-09-22,2022-09-22
894,58297,10455,2,Standard,"CIBBL - Y10, Spring - The Old World + Daemons",2022-09-22,2022-09-22
895,58295,10455,2,Standard,"CIBBL - Y10, Spring - Ulthuan & Naggaroth + Ocean",2022-09-22,2022-09-22
896,58294,10455,2,Standard,"CIBBL - Y10, Spring - Worlds Edge Mountains",2022-09-22,2022-09-22
897,58293,15469,1,Standard,BCS National Championship Playoff - NCBB Season 40,2022-09-22,2022-09-22
898,58292,15469,1,Standard,Uluthan's Rose Bowl - NCBB Season 40,2022-09-22,2022-09-22
899,58291,15469,1,Standard,DeadEx Orange Bowl - NCBB Season 40,2022-09-22,2022-09-22
900,58290,15469,1,Standard,Tossit-os Fiesta Bowl - NCBB Season 40,2022-09-22,2022-09-22
901,58289,15469,1,Standard,Killer Lite Bowl - NCBB Season 40,2022-09-22,2022-09-22
902,58288,15469,1,Standard,Famous Irrana Potata Bowl - NCBB Season 40,2022-09-22,2022-09-22
903,58287,15469,1,Standard,WaffleHouse Salty Tears Bowl - NCBB Season 40,2022-09-22,2022-09-22
904,58286,15469,1,Standard,Kroxorade Cotton Bowl Classic - NCBB Season 40,2022-09-22,2022-09-22
905,58285,15469,1,Standard,Heinekhaine Citrus Bowl - NCBB Season 40,2022-09-22,2022-09-22
906,58284,15469,1,Standard,Wonderbra Wonder Bowl - NCBB Season 40,2022-09-22,2022-09-22
907,58283,15469,1,Standard,Planter's Goober Bowl - NCBB Season 40,2022-09-22,2022-09-22
908,58282,15469,1,Standard,Penultimate Chumpionshit McNurgles Series Finale -,2022-09-22,2022-09-22
909,58281,15469,1,Standard,Penultimate Chumpionshit McNurgles Series SemiFail,2022-09-22,2022-09-22
910,58280,15469,1,Standard,Penultimate Chumpionshit McNurgles Series SemiFail,2022-09-22,2022-09-22
911,58279,4881,1,Standard,FUMBBL C Minor IV (1350 TV),2022-09-21,2022-09-21
912,58276,15109,2,Standard,Season 2 - NA - Split 1,2022-09-20,2022-09-20
913,58275,15109,2,Standard,Season 2 - EU 2 - Split 1,2022-09-20,2022-09-20
914,58274,15109,2,Standard,Season 2 - EU 1 - Split 1,2022-09-20,2022-09-20
915,58260,7734,1,Standard,Hubba Cup XIX,2022-09-19,2022-09-19
916,58257,15449,1,Standard,Trident Bowl II,2022-09-18,2022-09-18
917,58256,13772,2,Standard,New Rules 2022,2022-09-18,2022-09-18
918,58251,15643,2,Standard,EB practice round 5,2022-09-15,2022-09-15
919,58248,13520,2,Standard,Cyberpunk GOLD Division - Season 6,2022-09-15,2022-09-15
920,58246,15666,1,Standard,FIFA Round of 8,2022-09-15,2022-09-15
921,58245,14821,4,Standard,Secret Resurrection IV,2022-09-14,2022-09-14
922,58238,12183,2,Standard,Liga por el puñetero Coronavirus VII - Grupo B,2022-09-13,2022-09-13
923,58237,12183,2,Standard,Liga por el puñetero Coronavirus VII - Grupo A,2022-09-13,2022-09-13
924,58236,14041,2,Standard,Granite Bowl Practice,2022-09-12,2022-09-12
925,58233,14863,1,Standard,SLA20 Season Two: Playoffs,2022-09-12,2022-09-12
926,58232,14741,2,Standard,DIBBL S31: Ahukawakawa Lilies Division,2022-09-12,2022-09-12
927,58231,15780,4,Standard,Greekbowl Online 2022,2022-09-12,2022-09-12
928,58230,14741,2,Standard,DIBBL S31: Deserted Isle Buccaneers Division,2022-09-12,2022-09-12
929,58229,14741,2,Standard,DIBBL S31: Da Freebootaz Division,2022-09-12,2022-09-12
930,58227,15806,2,Standard,Reject League,2022-09-12,2022-09-12
931,58221,11538,1,Standard,BB20 Instant Smack 002,2022-09-08,2022-09-08
932,58219,15502,2,Standard,Ekspres Liga Sezon 2,2022-09-07,2022-09-07
933,58218,15809,2,Standard,Primera Liga BloodBowlTerapia,2022-09-07,2022-09-07
934,58214,3180,3,Standard,145 Autumn Season,2022-09-06,2022-09-06
935,58212,13630,2,Standard,MBBL 4 - Conférence CENTRE,2022-09-05,2022-09-05
936,58211,13630,2,Standard,MBBL 4 - Conférence SUD,2022-09-05,2022-09-05
937,58210,13630,2,Standard,MBBL 4 - Conférence OUEST,2022-09-05,2022-09-05
938,58209,13630,2,Standard,MBBL 4 - Conférence EST,2022-09-05,2022-09-05
939,58208,13630,2,Standard,MBBL 4 - Conférence NORD,2022-09-05,2022-09-05
940,58206,10455,3,Standard,"CIBBL - Y10, Winter - Friendlies (High)",2022-09-05,2022-09-05
941,58205,10455,3,Standard,"CIBBL - Y10, Winter - Friendlies (Mid - High)",2022-09-05,2022-09-05
942,58204,10455,3,Standard,"CIBBL - Y10, Winter - Friendlies (Mid)",2022-09-05,2022-09-05
943,58203,10455,3,Standard,"CIBBL - Y10, Winter - Friendlies (Mid - Low)",2022-09-05,2022-09-05
944,58202,10455,3,Standard,"CIBBL - Y10, Winter - Friendlies (Low)",2022-09-05,2022-09-05
945,58201,13713,2,Standard,Rollerball Edition  A,2022-09-04,2022-09-04
946,58200,13713,2,Standard,Rollerball Edition   B,2022-09-04,2022-09-04
947,58196,13265,1,Standard,[SL] Secret Stunty Cup III - Finals,2022-09-04,2022-09-04
948,58189,15767,3,Standard,[OLC16] Open League - 1,2022-09-01,2022-09-01
949,58185,15748,2,Standard,GRBBL S4: Regular Season - Part 1,2022-09-01,2022-09-01
950,58183,14385,2,Standard,Florence Fumbbl Fisticuff season 5 BOCCACCIO,2022-09-01,2022-09-01
951,58182,14385,2,Standard,Florence Fumbbl Fisticuff season 5 DANTE,2022-09-01,2022-09-01
952,58181,15280,4,Standard,PlagaSkaven Cup,2022-08-31,2022-08-31
953,58178,15643,2,Standard,Eurobowl practice Rnd 4,2022-08-30,2022-08-30
954,58177,15028,2,Standard,TILT Season 4: Regular Season,2022-08-30,2022-08-30
955,58175,15028,3,Standard,TILT Season 4: Minor League,2022-08-30,2022-08-30
956,58169,15104,1,Standard,Season One Playoffs,2022-08-26,2022-08-26
957,58168,1275,1,Standard,Ulthuan Invitational XVIII,2022-08-25,2022-08-25
958,58167,14835,2,Standard,STAGIONE 6 REGULAR SEASON,2022-08-25,2022-08-25
959,58158,15635,2,Standard,FAAFO,2022-08-22,2022-08-22
960,58157,15055,2,Standard,Chill Axe Champions League Season 3,2022-08-21,2022-08-21
961,58156,15055,2,Standard,Chill Axe Conference Season 3,2022-08-21,2022-08-21
962,58153,14741,1,Standard,DIBBL S30: The 'Tickling' Playoffs,2022-08-21,2022-08-21
963,58152,14741,1,Standard,DIBBL S30: The Participation Plate,2022-08-21,2022-08-21
964,58151,14741,1,Standard,DIBBL S30: The Wobbly Boot,2022-08-21,2022-08-21
965,58149,647,2,Standard,SWL XCIII Premier,2022-08-21,2022-08-21
966,58147,647,2,Standard,SWL XCIII Chocolate Conference,2022-08-21,2022-08-21
967,58146,647,2,Standard,SWL XCIII Daddles Damfino Conference,2022-08-21,2022-08-21
968,58145,647,2,Standard,SWL XCIII Lady Maple Leaf Conference,2022-08-21,2022-08-21
969,58143,647,2,Standard,SWL XCIII Freezy Trees Regional,2022-08-21,2022-08-21
970,58142,647,2,Standard,SWL XCIII Griffon Gate Sentinels Regional,2022-08-21,2022-08-21
971,58139,15706,1,Standard,Semesterskapsfinalen,2022-08-20,2022-08-20
972,58138,15576,2,Standard,Gloucestershire Grudge Bowl,2022-08-19,2022-08-19
973,58135,14726,1,Standard,FA Cup - Season 2,2022-08-19,2022-08-19
974,58131,15791,3,Standard,Possible League?,2022-08-18,2022-08-18
975,58129,15469,3,Standard,NCBB S40 BCS Makeups,2022-08-18,2022-08-18
976,58128,15469,3,Standard,NCBB S40 Non-AQ Makeup and Finale,2022-08-18,2022-08-18
977,58127,15690,4,Standard,1° Torneo Idra Bowl,2022-08-17,2022-08-17
978,58125,12311,1,Standard,Play-off  VI Liga Canaria,2022-08-17,2022-08-17
979,58122,11296,2,Standard,Kausi 8 C-lohko,2022-08-15,2022-08-15
980,58120,11296,2,Standard,Kausi 8 B-lohko,2022-08-15,2022-08-15
981,58119,11296,2,Standard,Kausi 8 A-lohko,2022-08-15,2022-08-15
982,58118,12139,1,Standard,SIoMT Summer 2522 Championship Playoffs,2022-08-15,2022-08-15
983,58116,15449,2,Standard,Ukraine Rookie Bowl IV,2022-08-14,2022-08-14
984,58115,15716,2,Standard,one year tournament,2022-08-13,2022-08-13
985,58114,14935,2,Standard,SC20 Tzeentch S3,2022-08-13,2022-08-13
986,58113,14935,2,Standard,SC20 Nurgle S3,2022-08-13,2022-08-13
987,58107,13322,1,Standard,Black Lantern V,2022-08-13,2022-08-13
988,58106,13322,1,Standard,Black Lantern V Qualifier,2022-08-13,2022-08-13
989,58103,14284,2,Standard,Session d’été,2022-08-12,2022-08-12
990,58101,15777,2,Standard,Here We Go Again,2022-08-11,2022-08-11
991,58098,10068,3,Standard,Season 13.1 DLE SoS,2022-08-11,2022-08-11
992,58095,14837,2,Standard,Season 1,2022-08-09,2022-08-09
993,58092,15668,2,Standard,AFC West vs NFC South,2022-08-09,2022-08-09
994,58091,15668,2,Standard,AFC East vs NFC North,2022-08-09,2022-08-09
995,58088,15668,2,Standard,AFC North vs NFC East,2022-08-09,2022-08-09
996,58087,15668,2,Standard,AFC South vs NFC West,2022-08-09,2022-08-09
997,58079,15759,1,Standard,TILT Pro Brawl I,2022-08-08,2022-08-08
998,58078,13322,1,Standard,XXXL Bowl V,2022-08-08,2022-08-08
999,58076,14949,2,Standard,WIL Premiership Division - Season LXIV,2022-08-07,2022-08-07
1000,58075,14949,2,Standard,WIL Unicorn Conference Division - Season LXIV,2022-08-07,2022-08-07
1001,58074,14949,2,Standard,WIL Lion Conference Division - Season LXIV,2022-08-07,2022-08-07
1002,58073,14949,2,Standard,WIL Great Albion Regional Division - Season LXIV,2022-08-07,2022-08-07
1003,58072,14949,2,Standard,WIL Albany Regional Division - Season LXIV,2022-08-07,2022-08-07
1004,58071,15643,2,Standard,Eurobowl practice Rnd 3,2022-08-07,2022-08-07
1005,58070,647,3,Standard,SWL XCII Trial of Blood,2022-08-06,2022-08-06
1006,58069,15025,2,Standard,HBL2022 XXL Rückrunde,2022-08-04,2022-08-04
1007,58066,1927,1,Standard,UI XVIII Qualifier: Gold Lantern,2022-08-03,2022-08-03
1008,58065,1927,1,Standard,UI XVIII Qualifier: Light Lantern,2022-08-03,2022-08-03
1009,58064,1927,1,Standard,UI XVIII Qualifier: Jade Lantern,2022-08-03,2022-08-03
1010,58063,1927,1,Standard,UI XVIII Qualifier: Grey Lantern,2022-08-03,2022-08-03
1011,58061,1927,1,Standard,UI XVIII Qualifier: Celestial Lantern,2022-08-03,2022-08-03
1012,58060,1927,1,Standard,UI XVIII Qualifier: Bright Lantern,2022-08-03,2022-08-03
1013,58059,1927,1,Standard,UI XVIII Qualifier: Amethyst Lantern,2022-08-03,2022-08-03
1014,58058,1927,1,Standard,UI XVIII Qualifier: Amber  Lantern,2022-08-03,2022-08-03
1015,58057,1928,1,Standard,UI XVIII Qualifier: Steel Lantern,2022-08-03,2022-08-03
1016,58056,1928,1,Standard,UI XVIII Qualifier: Obsidian Lantern,2022-08-03,2022-08-03
1017,58055,1928,1,Standard,UI XVIII Qualifier: Crimson Lantern,2022-08-03,2022-08-03
1018,58054,1928,1,Standard,UI XVIII Qualifier: Copper Lantern,2022-08-03,2022-08-03
1019,58053,1928,1,Standard,UI XVIII Qualifier: Bronze Lantern,2022-08-03,2022-08-03
1020,58052,1928,1,Standard,UI XVIII Qualifier: Brass Lantern,2022-08-03,2022-08-03
1021,58051,1928,1,Standard,UI XVIII Qualifier: Ash Lantern,2022-08-03,2022-08-03
1022,58050,1928,1,Standard,UI XVIII Qualifier: Alabaster Lantern,2022-08-03,2022-08-03
1023,58049,15028,1,Standard,TILT Season 3: Playoffs,2022-08-03,2022-08-03
1024,58048,14802,4,Standard,IV Rookies Bowl,2022-08-03,2022-08-03
1025,58043,10738,2,Standard,Season VIII,2022-08-02,2022-08-02
1026,58040,10473,3,Standard,Monday 2,2022-08-01,2022-08-01
1027,58037,15724,2,Standard,Friends For Real,2022-08-01,2022-08-01
1028,58035,2294,1,Standard,Royal Rookie Rumble 523,2022-07-29,2022-07-29
1029,58030,12917,2,Standard,2020,2022-07-27,2022-07-27
1030,58026,15709,2,Standard,La Liga De Los Maestros VII,2022-07-27,2022-07-27
1031,58025,11676,2,Standard,LEGA GLADIO XXXI- Psi,2022-07-26,2022-07-26
1032,58024,11676,2,Standard,LEGA GLADIO XXXI- Pocket Station,2022-07-26,2022-07-26
1033,58023,11676,2,Standard,LEGA GLADIO XXXI- Game gear,2022-07-26,2022-07-26
1034,58021,11676,2,Standard,LEGA GLADIO XXXI- Gameboy,2022-07-26,2022-07-26
1035,58020,11676,2,Standard,LEGA GLADIO XXXI- Amiga,2022-07-26,2022-07-26
1036,58019,11676,2,Standard,LEGA GLADIO XXXI- Jaguar,2022-07-26,2022-07-26
1037,58018,11676,2,Standard,LEGA GLADIO XXXI- Dreamcast,2022-07-26,2022-07-26
1038,58017,11676,2,Standard,LEGA GLADIO XXXI- Xbox,2022-07-26,2022-07-26
1039,58016,11676,2,Standard,LEGA GLADIO XXXI- Playstation ,2022-07-26,2022-07-26
1040,58015,11676,2,Standard,LEGA GLADIO XXXI- Wii,2022-07-26,2022-07-26
1041,58014,11676,2,Standard,LEGA GLADIO XXXI- Super Famicon,2022-07-26,2022-07-26
1042,58013,11676,2,Standard,LEGA GLADIO XXXI- Famicon,2022-07-26,2022-07-26
1043,58012,11676,2,Standard,LEGA GLADIO XXXI- Nintendo 64,2022-07-26,2022-07-26
1044,58011,11676,2,Standard,LEGA GLADIO XXXI- Game Cube,2022-07-26,2022-07-26
1045,58007,14720,1,Standard,[SL20] Old World Rookie Rumble #9,2022-07-25,2022-07-25
1046,58006,15724,2,Standard,Friends For Real,2022-07-25,2022-07-25
1047,58002,14787,2,Standard,Como se Juega?,2022-07-24,2022-07-24
1048,58000,14943,1,Standard,LWN-Playoff,2022-07-21,2022-07-21
1049,57998,15643,2,Standard,Round 2,2022-07-21,2022-07-21
1050,57997,15055,1,Standard,Chill Axe S2 Premier Playoffs,2022-07-21,2022-07-21
1051,57994,12026,4,Standard,HDBC 7s S4 - Lothern Repechage,2022-07-21,2022-07-21
1052,57993,12013,4,Standard,(TSD4) Asperon Thorn,2022-07-20,2022-07-20
1053,57992,12013,4,Standard,(TSD4) Hoshi Komi,2022-07-20,2022-07-20
1054,57990,12013,4,Standard,(TSD4) Bob Bifford,2022-07-19,2022-07-19
1055,57989,12013,4,Standard,(TSD4) Jeremiah Khool,2022-07-19,2022-07-19
1056,57988,12013,4,Standard,(TSD4) Greaser Geargrinder,2022-07-19,2022-07-19
1057,57986,9400,4,Standard,Fox Meadows Memorial Partridge Egg,2022-07-19,2022-07-19
1058,57985,15109,3,Standard,Makeups,2022-07-18,2022-07-18
1059,57983,12026,1,Standard,HDBC 7s S4 - Lothern Playoff Finals,2022-07-17,2022-07-17
1060,57982,14726,1,Standard,EFL Cup - Season 2,2022-07-16,2022-07-16
1061,57981,14726,1,Standard,FA Trophy - Season 2,2022-07-16,2022-07-16
1062,57969,10068,1,Standard,Season 12 Pro Bowl Spectacular,2022-07-13,2022-07-13
1063,57968,12816,4,Standard,TDF ronde 7.2,2022-07-13,2022-07-13
1064,57967,12801,1,Standard,GHBBL Season 4 Playoffs,2022-07-13,2022-07-13
1065,57965,15709,2,Standard,La Liga De Los Maestros VI,2022-07-12,2022-07-12
1066,57962,14532,2,Standard,Stunty CSM S02,2022-07-12,2022-07-12
1067,57959,15666,3,Standard,FIFA Group H,2022-07-11,2022-07-11
1068,57958,15666,3,Standard,FIFA Group G,2022-07-11,2022-07-11
1069,57957,15666,3,Standard,FIFA Group F,2022-07-11,2022-07-11
1070,57956,15666,3,Standard,FIFA Group E,2022-07-11,2022-07-11
1071,57955,15666,3,Standard,FIFA Group D,2022-07-11,2022-07-11
1072,57954,15666,3,Standard,FIFA Group C,2022-07-11,2022-07-11
1073,57953,15666,3,Standard,FIFA Group B,2022-07-11,2022-07-11
1074,57952,15666,3,Standard,FIFA Group A,2022-07-11,2022-07-11
1075,57951,15706,2,Standard,Semesterskapet1,2022-07-10,2022-07-10
1076,57950,12183,1,Standard,Liga por el puñetero Coronavirus VI - PLAY OFFS,2022-07-10,2022-07-10
1077,57947,15084,2,Standard,Mournkain Kings ,2022-07-09,2022-07-09
1078,57946,15084,2,Standard,Aldrei Slaa,2022-07-09,2022-07-09
1079,57940,2294,1,Standard,Royal Rookie Rumble 522,2022-07-07,2022-07-07
1080,57939,15449,2,Standard,Rose El Division II,2022-07-06,2022-07-06
1081,57937,10863,1,Standard,DACH 13 Playoffs,2022-07-04,2022-07-04
1082,57935,15028,2,Standard,TILT Season 3: Division A,2022-07-04,2022-07-04
1083,57934,15028,2,Standard,TILT Season 3: Division B,2022-07-04,2022-07-04
1084,57933,15700,4,Standard,4 NATIONS CUP,2022-07-04,2022-07-04
1085,57932,15449,2,Standard,Trident League II,2022-07-04,2022-07-04
1086,57931,15502,1,Standard,PO,2022-07-04,2022-07-04
1087,57930,9298,2,Standard,Road to Thrud - NA,2022-07-03,2022-07-03
1088,57929,9298,4,Standard,Road to Thrud - EU,2022-07-03,2022-07-03
1089,57924,13265,2,Standard,[SL] Secret Stunty Cup III,2022-07-02,2022-07-02
1090,57923,12816,4,Standard,TDF ronde 7,2022-07-01,2022-07-01
1091,57920,11327,4,Standard,IoMT Summer 2522: Season Ten,2022-06-30,2022-06-30
1092,57918,15026,3,Standard,Season 8,2022-06-29,2022-06-29
1093,57913,14835,1,Standard,STAGIONE 5 PLAYOFF,2022-06-27,2022-06-27
